hero_name,type,name,description,attribute,attribute_detail
Venture,Ability,Explorer's Resolve,Using abilities grants temporary shields.,shields,30 (normal abilities)75 (Tectonic Shock)
Venture,Ability,Explorer's Resolve,Using abilities grants temporary shields.,duration,3 seconds
Venture,Ability,Smart Excavator,Launch a seismic charge that bursts after a short distance.,damage,35 (direct hit bonus)40 - 12 (explosion)
Venture,Ability,Smart Excavator,Launch a seismic charge that bursts after a short distance.,headshot,✕
Venture,Ability,Smart Excavator,Launch a seismic charge that bursts after a short distance.,rate of fire,1.67 shots/s
Venture,Ability,Smart Excavator,Launch a seismic charge that bursts after a short distance.,ammo,8
Venture,Ability,Smart Excavator,Launch a seismic charge that bursts after a short distance.,reload time,1.5 seconds
Venture,Ability,Smart Excavator,Launch a seismic charge that bursts after a short distance.,max. range,16 meters
Venture,Ability,Smart Excavator,Launch a seismic charge that bursts after a short distance.,area of effect,2 meter explosion radius
Venture,Ability,Smart Excavator,Launch a seismic charge that bursts after a short distance.,knockback speed,1.5 m/s (direct hit)1.1 m/s (min)
Venture,Ability,Smart Excavator,Launch a seismic charge that bursts after a short distance.,projectile speed,50 m/s
Venture,Ability,Smart Excavator,Launch a seismic charge that bursts after a short distance.,projectile radius,0.32 meters
Venture,Ability,Drill Dash,"Dash forward while above or underground, pushing enemies back. The cooldown is accelerated while underground.",damage,30 (first hit)60 over 0.4 seconds (subsequent hits)5 (during Burrow)
Venture,Ability,Drill Dash,"Dash forward while above or underground, pushing enemies back. The cooldown is accelerated while underground.",headshot,✕
Venture,Ability,Drill Dash,"Dash forward while above or underground, pushing enemies back. The cooldown is accelerated while underground.",cast time,0 + 0.3 seconds (unburrowed)None (burrowed)
Venture,Ability,Drill Dash,"Dash forward while above or underground, pushing enemies back. The cooldown is accelerated while underground.",duration,0.4 seconds (unburrowed)0.9 seconds (burrowed)
Venture,Ability,Drill Dash,"Dash forward while above or underground, pushing enemies back. The cooldown is accelerated while underground.",max. range,10 meters
Venture,Ability,Drill Dash,"Dash forward while above or underground, pushing enemies back. The cooldown is accelerated while underground.",movement speed,"20 m/s (self, max)12 m/s (self, upwards max)16 m/s (self, during Burrow)"
Venture,Ability,Drill Dash,"Dash forward while above or underground, pushing enemies back. The cooldown is accelerated while underground.",knockback speed,14.5 m/s (regular)13.45 m/s (during Burrow)
Venture,Ability,BurrowLSHIFT,Move underground and become invulnerable. Emerge to deal damage.,damage,110 - 75 (max charge)55 - 37.5 (min charge)
Venture,Ability,BurrowLSHIFT,Move underground and become invulnerable. Emerge to deal damage.,falloff range,2.5 - 7.5 meters (max charge)1.4 - 4 meters (min charge)
Venture,Ability,BurrowLSHIFT,Move underground and become invulnerable. Emerge to deal damage.,headshot,✕
Venture,Ability,BurrowLSHIFT,Move underground and become invulnerable. Emerge to deal damage.,cast time,0.7 + 0 seconds (burrowing)0 + 0.6 seconds (emerging)
Venture,Ability,BurrowLSHIFT,Move underground and become invulnerable. Emerge to deal damage.,duration,"4 seconds (burrowed)0.2 seconds (emerging, min charge)0.65 seconds (emerging, max charge)1.3 seconds (emerging, max delay))"
Venture,Ability,BurrowLSHIFT,Move underground and become invulnerable. Emerge to deal damage.,movement speed,"14 m/s (emerging, max charge)7 m/s (emerging, min charge)"
Venture,Ability,BurrowLSHIFT,Move underground and become invulnerable. Emerge to deal damage.,mov. speed buff,+40% (burrowed)
Venture,Ability,BurrowLSHIFT,Move underground and become invulnerable. Emerge to deal damage.,mov. speed penalty,-25% (casting)
Venture,Ability,BurrowLSHIFT,Move underground and become invulnerable. Emerge to deal damage.,knockback speed,7.1 m/s (falloff start)5.6 m/s (falloff end)
Venture,Ability,Tectonic ShockQ,Send out damaging shockwaves.,damage,130
Venture,Ability,Tectonic ShockQ,Send out damaging shockwaves.,headshot,✕
Venture,Ability,Tectonic ShockQ,Send out damaging shockwaves.,rate of fire,1.11 shots/s
Venture,Ability,Tectonic ShockQ,Send out damaging shockwaves.,ammo,4
Venture,Ability,Tectonic ShockQ,Send out damaging shockwaves.,cast time,0.8 + 0.3 seconds
Venture,Ability,Tectonic ShockQ,Send out damaging shockwaves.,duration,7 seconds
Venture,Ability,Tectonic ShockQ,Send out damaging shockwaves.,area of effect,24.65 meters radius2.5m height
Venture,Ability,Tectonic ShockQ,Send out damaging shockwaves.,spread angle,12 degrees
Venture,Ability,Tectonic ShockQ,Send out damaging shockwaves.,knockback speed,5 m/s (vertical only)
Venture,Perk,Seismic Sense,"While underground, Venture can sense enemies within 25 meters.",area of effect,25 meter vision redius
Venture,Perk,Excavation Exhilaration,"While Tectonic Shock is active, cooldowns refresh 300% faster.",cooldown,300% cooldown reduction
Venture,Perk,SMART-R Excavator,SMART Excavator's range is increased by 25%.,,
Venture,Perk,Covered in Dirt,Dealing damage with Clobber grants up to 30 Explorer's Resolve shields.,,
Widowmaker,Ability,Role: Damage,Damaging an enemy temporarily reduces their healing received.,healing modification,-30% received (non-tanks)-15% received (tanks)
Widowmaker,Ability,Role: Damage,Damaging an enemy temporarily reduces their healing received.,duration,2 seconds
Widowmaker,Ability,Widow's Kiss,Automatic assault weapon.,damage,14 - 4.2
Widowmaker,Ability,Widow's Kiss,Automatic assault weapon.,falloff range,20 - 40 meters
Widowmaker,Ability,Widow's Kiss,Automatic assault weapon.,headshot,✓ (x2)
Widowmaker,Ability,Widow's Kiss,Automatic assault weapon.,rate of fire,10 shots/s
Widowmaker,Ability,Widow's Kiss,Automatic assault weapon.,ammo,35
Widowmaker,Ability,Widow's Kiss,Automatic assault weapon.,reload time,1.5 seconds animation
Widowmaker,Ability,Widow's Kiss,Automatic assault weapon.,spread angle,0 - 2 degrees
Widowmaker,Ability,Widow's Kiss,Automatic assault weapon.,projectile radius,0.07 meters
Widowmaker,Ability,Widow's Kiss (ADS),Hold for long-ranged sniper weapon.,damage,12 - 6 (at 0% power)120 - 60 (at 100% power)
Widowmaker,Ability,Widow's Kiss (ADS),Hold for long-ranged sniper weapon.,falloff range,50 - 70 meters
Widowmaker,Ability,Widow's Kiss (ADS),Hold for long-ranged sniper weapon.,headshot,✓ (x2.5)
Widowmaker,Ability,Widow's Kiss (ADS),Hold for long-ranged sniper weapon.,rate of fire,Up to 1 seconds to charge  0.5 second recovery before it starts charging againrecovery stops while zoom in
Widowmaker,Ability,Widow's Kiss (ADS),Hold for long-ranged sniper weapon.,ammo consumption,5 per shot
Widowmaker,Ability,Widow's Kiss (ADS),Hold for long-ranged sniper weapon.,ammo,35
Widowmaker,Ability,Widow's Kiss (ADS),Hold for long-ranged sniper weapon.,reload time,1.5 seconds animation
Widowmaker,Ability,Widow's Kiss (ADS),Hold for long-ranged sniper weapon.,cast time,0.9 seconds charging  0.32 seconds zoom in/out
Widowmaker,Ability,Widow's Kiss (ADS),Hold for long-ranged sniper weapon.,spread angle,None
Widowmaker,Ability,Widow's Kiss (ADS),Hold for long-ranged sniper weapon.,mov. speed penalty,-65%
Widowmaker,Ability,Widow's Kiss (ADS),Hold for long-ranged sniper weapon.,projectile radius,None
Widowmaker,Ability,Grappling HookLSHIFT,Launch a hook that pulls you towards a ledge.,max. range,20 meters
Widowmaker,Ability,Grappling HookLSHIFT,Launch a hook that pulls you towards a ledge.,movement speed,20 m/s
Widowmaker,Ability,Venom MineE,Launch a poison trap.,damage,15 per second75 total
Widowmaker,Ability,Venom MineE,Launch a poison trap.,headshot,✕
Widowmaker,Ability,Venom MineE,Launch a poison trap.,health,1
Widowmaker,Ability,Venom MineE,Launch a poison trap.,cast time,0.19 s. for throw + 0.78 s. recovery
Widowmaker,Ability,Venom MineE,Launch a poison trap.,duration,Until replaced or destroyed (mine)5 seconds (poison)
Widowmaker,Ability,Venom MineE,Launch a poison trap.,area of effect,3 meter interact radius
Widowmaker,Ability,Venom MineE,Launch a poison trap.,projectile speed,20 m/s
Widowmaker,Ability,Venom MineE,Launch a poison trap.,projectile radius,0.2 meters
Widowmaker,Ability,Infra-SightQ,Provide your team with a view of the enemy's location.,cast time,0.64 seconds
Widowmaker,Ability,Infra-SightQ,Provide your team with a view of the enemy's location.,duration,15 seconds
Widowmaker,Ability,Infra-SightQ,Provide your team with a view of the enemy's location.,area of effect,Map-wide
Widowmaker,Perk,Scoped Efficiency,Scoped shots cost 3 ammo instead of 5.,,
Widowmaker,Perk,Focused Aim,Scoped shots charge 50% faster during Infra-Sight.,,
Widowmaker,Perk,Escape Plan,Scoped shot hits reduce Grappling Hook's cooldown by up to 4 seconds.,,
Widowmaker,Perk,Deadly Deux,"Venom Mine gains 100% increased damage and a second charge, enabling 2 active mines at a time.",,
Ana,Ability,Role: Support,Begin regenerating health more quickly.,,
Ana,Ability,Biotic Rifle,Long-range rifle that heals allies and damages enemies. Hold to zoom in.,damage,75 over 0.59 seconds
Ana,Ability,Biotic Rifle,Long-range rifle that heals allies and damages enemies. Hold to zoom in.,headshot,✕
Ana,Ability,Biotic Rifle,Long-range rifle that heals allies and damages enemies. Hold to zoom in.,healing,75 over 0.59 seconds
Ana,Ability,Biotic Rifle,Long-range rifle that heals allies and damages enemies. Hold to zoom in.,rate of fire,0.8 seconds recovery
Ana,Ability,Biotic Rifle,Long-range rifle that heals allies and damages enemies. Hold to zoom in.,ammo,15
Ana,Ability,Biotic Rifle,Long-range rifle that heals allies and damages enemies. Hold to zoom in.,reload time,1.5 seconds animation
Ana,Ability,Biotic Rifle,Long-range rifle that heals allies and damages enemies. Hold to zoom in.,cast time,0.24 seconds for scope in0.16 seconds for scope out
Ana,Ability,Biotic Rifle,Long-range rifle that heals allies and damages enemies. Hold to zoom in.,duration,0.59 seconds effect
Ana,Ability,Biotic Rifle,Long-range rifle that heals allies and damages enemies. Hold to zoom in.,spread angle,None
Ana,Ability,Biotic Rifle,Long-range rifle that heals allies and damages enemies. Hold to zoom in.,mov. speed penalty,-65% (scoped)
Ana,Ability,Biotic Rifle,Long-range rifle that heals allies and damages enemies. Hold to zoom in.,projectile speed,125 m/s (unscoped)
Ana,Ability,Biotic Rifle,Long-range rifle that heals allies and damages enemies. Hold to zoom in.,projectile radius,"0.15 meters (hip fire)0.07 meters (enemies, ADS)0.3 meters (allies, ADS)"
Ana,Ability,Sleep DartLSHIFT,Fires a dart that puts an enemy to sleep.,damage,5
Ana,Ability,Sleep DartLSHIFT,Fires a dart that puts an enemy to sleep.,headshot,✕
Ana,Ability,Sleep DartLSHIFT,Fires a dart that puts an enemy to sleep.,cast time,0.24 + 0.75 seconds
Ana,Ability,Sleep DartLSHIFT,Fires a dart that puts an enemy to sleep.,duration,1.5 - 5 seconds (non-tanks)1.5 - 3 seconds (tanks)
Ana,Ability,Sleep DartLSHIFT,Fires a dart that puts an enemy to sleep.,projectile speed,60 m/s
Ana,Ability,Sleep DartLSHIFT,Fires a dart that puts an enemy to sleep.,projectile radius,0.2 meters
Ana,Ability,Biotic GrenadeE,"Throws a grenade that heals and increases healing on allies, while damaging and preventing healing on enemies.",damage,75
Ana,Ability,Biotic GrenadeE,"Throws a grenade that heals and increases healing on allies, while damaging and preventing healing on enemies.",headshot,✕
Ana,Ability,Biotic GrenadeE,"Throws a grenade that heals and increases healing on allies, while damaging and preventing healing on enemies.",healing,75
Ana,Ability,Biotic GrenadeE,"Throws a grenade that heals and increases healing on allies, while damaging and preventing healing on enemies.",healing modification,+50% received (allies)-100% received (enemies)
Ana,Ability,Biotic GrenadeE,"Throws a grenade that heals and increases healing on allies, while damaging and preventing healing on enemies.",duration,3 seconds0.69 seconds recovery
Ana,Ability,Biotic GrenadeE,"Throws a grenade that heals and increases healing on allies, while damaging and preventing healing on enemies.",area of effect,4 meters
Ana,Ability,Biotic GrenadeE,"Throws a grenade that heals and increases healing on allies, while damaging and preventing healing on enemies.",projectile speed,30 m/s
Ana,Ability,Biotic GrenadeE,"Throws a grenade that heals and increases healing on allies, while damaging and preventing healing on enemies.",projectile radius,0.275 meters
Ana,Ability,Nano BoostQ,"Increases an ally's damage, while reducing damage taken.",healing,250
Ana,Ability,Nano BoostQ,"Increases an ally's damage, while reducing damage taken.",dmg. amplification,+50% dealt
Ana,Ability,Nano BoostQ,"Increases an ally's damage, while reducing damage taken.",dmg. reduction,-50% taken
Ana,Ability,Nano BoostQ,"Increases an ally's damage, while reducing damage taken.",cast time,0.128 seconds + 0.6 seconds recovery
Ana,Ability,Nano BoostQ,"Increases an ally's damage, while reducing damage taken.",duration,8 seconds
Ana,Ability,Nano BoostQ,"Increases an ally's damage, while reducing damage taken.",max. range,40 meters
Ana,Perk,Groggy,Enemies waking up from Sleep Dart are slowed and take 50 damage for 2 seconds.,damage,50
Ana,Perk,Groggy,Enemies waking up from Sleep Dart are slowed and take 50 damage for 2 seconds.,headshot,✕
Ana,Perk,Groggy,Enemies waking up from Sleep Dart are slowed and take 50 damage for 2 seconds.,duration,2 seconds
Ana,Perk,Groggy,Enemies waking up from Sleep Dart are slowed and take 50 damage for 2 seconds.,movement slow,-50%
Ana,Perk,Biotic Bounce,"After exploding, Biotic Grenade bounces and explodes again for 25 damage and healing.",damage,25
Ana,Perk,Biotic Bounce,"After exploding, Biotic Grenade bounces and explodes again for 25 damage and healing.",headshot,✕
Ana,Perk,Biotic Bounce,"After exploding, Biotic Grenade bounces and explodes again for 25 damage and healing.",healing,25
Ana,Perk,Headhunter,Biotic Rifle can crit enemies.,headshot,✓ (x1.5)
Ana,Perk,Shrike,Using Nano Boost also casts it on Ana.,duration,6 seconds
Baptiste,Ability,Role: Support,Begin regenerating health more quickly.,,
Baptiste,Ability,Exo BootsLCONTROL,Hold crouch to jump higher.,max. range,9.1 meters (full charge)
Baptiste,Ability,Exo BootsLCONTROL,Hold crouch to jump higher.,movement speed,17.44 m/s (full charge)
Baptiste,Ability,Biotic Launcher,Three-round burst gun.,damage,25 - 7.2 (per shot)75 - 21.6 (per round)
Baptiste,Ability,Biotic Launcher,Three-round burst gun.,falloff range,25 - 45 meters
Baptiste,Ability,Biotic Launcher,Three-round burst gun.,headshot,✓ (x2)
Baptiste,Ability,Biotic Launcher,Three-round burst gun.,rate of fire,1.7 shots/s
Baptiste,Ability,Biotic Launcher,Three-round burst gun.,bullets per shot,3
Baptiste,Ability,Biotic Launcher,Three-round burst gun.,ammo consumption,3
Baptiste,Ability,Biotic Launcher,Three-round burst gun.,ammo,36
Baptiste,Ability,Biotic Launcher,Three-round burst gun.,reload time,1.5 seconds animation
Baptiste,Ability,Biotic Launcher,Three-round burst gun.,projectile radius,0.07 meters
Baptiste,Ability,Biotic Launcher Alt Fire,Lob a healing projectile that heals all allies near the impact.,healing,"30 (direct hit)60 (splash, ally)"
Baptiste,Ability,Biotic Launcher Alt Fire,Lob a healing projectile that heals all allies near the impact.,rate of fire,1.11 shots/s
Baptiste,Ability,Biotic Launcher Alt Fire,Lob a healing projectile that heals all allies near the impact.,ammo,10
Baptiste,Ability,Biotic Launcher Alt Fire,Lob a healing projectile that heals all allies near the impact.,reload time,1.5 seconds animation
Baptiste,Ability,Biotic Launcher Alt Fire,Lob a healing projectile that heals all allies near the impact.,area of effect,3 meter radius
Baptiste,Ability,Biotic Launcher Alt Fire,Lob a healing projectile that heals all allies near the impact.,projectile speed,60 m/s
Baptiste,Ability,Biotic Launcher Alt Fire,Lob a healing projectile that heals all allies near the impact.,projectile radius,None
Baptiste,Ability,Regenerative BurstLSHIFT,"Activate to heal yourself and nearby allies instantly, with additional healing over time. Instant heal is doubled for targets less than half health.",healing,"40 (instant, >50% max HP)80 (instant, <50% max HP)40 over 4 seconds (HoT)"
Baptiste,Ability,Regenerative BurstLSHIFT,"Activate to heal yourself and nearby allies instantly, with additional healing over time. Instant heal is doubled for targets less than half health.",cast time,~0.160 seconds animation + 0.160 s. before heal
Baptiste,Ability,Regenerative BurstLSHIFT,"Activate to heal yourself and nearby allies instantly, with additional healing over time. Instant heal is doubled for targets less than half health.",duration,5 seconds
Baptiste,Ability,Regenerative BurstLSHIFT,"Activate to heal yourself and nearby allies instantly, with additional healing over time. Instant heal is doubled for targets less than half health.",area of effect,12 meter radius
Baptiste,Ability,Immortality FieldE,Toss a device that prevents allies from dying. The device can be destroyed.,healing,Any deficit from 20% HP
Baptiste,Ability,Immortality FieldE,Toss a device that prevents allies from dying. The device can be destroyed.,health,125
Baptiste,Ability,Immortality FieldE,Toss a device that prevents allies from dying. The device can be destroyed.,cast time,0.8 second cast animation
Baptiste,Ability,Immortality FieldE,Toss a device that prevents allies from dying. The device can be destroyed.,duration,5 seconds (generator)5.5 seconds (field)
Baptiste,Ability,Immortality FieldE,Toss a device that prevents allies from dying. The device can be destroyed.,area of effect,6.5 meter radius
Baptiste,Ability,Immortality FieldE,Toss a device that prevents allies from dying. The device can be destroyed.,projectile speed,60 m/s
Baptiste,Ability,Amplification MatrixQ,Project a matrix that doubles the damage and healing of allied projectiles.,dmg. amplification,+100% dealt
Baptiste,Ability,Amplification MatrixQ,Project a matrix that doubles the damage and healing of allied projectiles.,healing modification,+100% dealt
Baptiste,Ability,Amplification MatrixQ,Project a matrix that doubles the damage and healing of allied projectiles.,cast time,instantly + 0.24 s recovery
Baptiste,Ability,Amplification MatrixQ,Project a matrix that doubles the damage and healing of allied projectiles.,duration,10 seconds
Baptiste,Ability,Amplification MatrixQ,Project a matrix that doubles the damage and healing of allied projectiles.,max. range,35 meters
Baptiste,Ability,Amplification MatrixQ,Project a matrix that doubles the damage and healing of allied projectiles.,area of effect,"9x5 meter rectangle, with 1 meter beneath the ground"
Baptiste,Perk,Field Medicine,Immortality Field restores 80 health to nearby allies and 40 health to Baptiste when destroyed.,,
Baptiste,Perk,Automated Healing,"After placing Amplification Matrix, your Shoulder Turret periodically fires up to 12 shots at allies, each restoring 30 health.",,
Baptiste,Perk,Assault Burst,Regenerative Burst now provides Baptiste with 30% increased attack speed for 4 seconds. It no longer grants double healing to allies below half health.,,
Baptiste,Perk,Rocket BootsSPACE,"While airborne from Exo Boots, use (SPACE) to dash horizontally.",cooldown,6 seconds
Brigitte,Ability,Role: Support,Begin regenerating health more quickly.,,
Brigitte,Ability,Inspire,Dealing damage to enemies heals nearby allies.,healing,15 per second
Brigitte,Ability,Inspire,Dealing damage to enemies heals nearby allies.,duration,4 seconds
Brigitte,Ability,Inspire,Dealing damage to enemies heals nearby allies.,area of effect,20 meter radius
Brigitte,Ability,Rocket Flail,Melee weapon with extended range.,damage,45
Brigitte,Ability,Rocket Flail,Melee weapon with extended range.,headshot,✕
Brigitte,Ability,Rocket Flail,Melee weapon with extended range.,rate of fire,1 swing per 0.6 seconds
Brigitte,Ability,Rocket Flail,Melee weapon with extended range.,duration,0.240 seconds (hitbox active)
Brigitte,Ability,Rocket Flail,Melee weapon with extended range.,max. range,6 meters
Brigitte,Ability,Repair PackE,Heals an ally for a short duration.,healing,25 (instantly)100 over 2 seconds (over time)
Brigitte,Ability,Repair PackE,Heals an ally for a short duration.,cast time,0 + 0.26 seconds
Brigitte,Ability,Repair PackE,Heals an ally for a short duration.,duration,2 seconds
Brigitte,Ability,Repair PackE,Heals an ally for a short duration.,max. range,25 meters
Brigitte,Ability,Repair PackE,Heals an ally for a short duration.,projectile speed,45 m/s
Brigitte,Ability,Whip ShotLSHIFT,Launch your flail forward to knock an enemy away from you.,damage,70
Brigitte,Ability,Whip ShotLSHIFT,Launch your flail forward to knock an enemy away from you.,headshot,✕
Brigitte,Ability,Whip ShotLSHIFT,Launch your flail forward to knock an enemy away from you.,cast time,0.19 + 0.18 seconds (< 6 meters)0.19 + 0.3 seconds (≥ 6 meters)
Brigitte,Ability,Whip ShotLSHIFT,Launch your flail forward to knock an enemy away from you.,duration,Up to 0.43 seconds (travel time)
Brigitte,Ability,Whip ShotLSHIFT,Launch your flail forward to knock an enemy away from you.,max. range,20 meters
Brigitte,Ability,Whip ShotLSHIFT,Launch your flail forward to knock an enemy away from you.,mov. speed penalty,-50%
Brigitte,Ability,Whip ShotLSHIFT,Launch your flail forward to knock an enemy away from you.,knockback speed,25.18 m/s
Brigitte,Ability,Whip ShotLSHIFT,Launch your flail forward to knock an enemy away from you.,projectile speed,80 meters per second
Brigitte,Ability,Whip ShotLSHIFT,Launch your flail forward to knock an enemy away from you.,projectile radius,None
Brigitte,Ability,Barrier Shield,Hold  to deploy a frontal energy barrier.,barrier health,250 (default)700 (during Rally)
Brigitte,Ability,Barrier Shield,Hold  to deploy a frontal energy barrier.,cast time,None
Brigitte,Ability,Barrier Shield,Hold  to deploy a frontal energy barrier.,mov. speed penalty,-30%
Brigitte,Ability,Shield Bash,Available when Barrier Shield is deployed. Dash forward to knock back an enemy.,damage,50
Brigitte,Ability,Shield Bash,Available when Barrier Shield is deployed. Dash forward to knock back an enemy.,headshot,✕
Brigitte,Ability,Shield Bash,Available when Barrier Shield is deployed. Dash forward to knock back an enemy.,cast time,0.02 + 0.43 seconds
Brigitte,Ability,Shield Bash,Available when Barrier Shield is deployed. Dash forward to knock back an enemy.,duration,0.3 seconds
Brigitte,Ability,Shield Bash,Available when Barrier Shield is deployed. Dash forward to knock back an enemy.,max. range,12 meters
Brigitte,Ability,Shield Bash,Available when Barrier Shield is deployed. Dash forward to knock back an enemy.,area of effect,60° front cone angle radius
Brigitte,Ability,Shield Bash,Available when Barrier Shield is deployed. Dash forward to knock back an enemy.,mov. speed buff,+400%
Brigitte,Ability,RallyQ,"Gain armor, empower Barrier Shield and provide extra health to nearby allies.",armor,100 (self)
Brigitte,Ability,RallyQ,"Gain armor, empower Barrier Shield and provide extra health to nearby allies.",overhealth,"15 per 0.5 seconds, up to 100 (allies)"
Brigitte,Ability,RallyQ,"Gain armor, empower Barrier Shield and provide extra health to nearby allies.",cast time,0 + 0.7 seconds
Brigitte,Ability,RallyQ,"Gain armor, empower Barrier Shield and provide extra health to nearby allies.",duration,10 seconds (Rally)30 seconds (overhealth)
Brigitte,Ability,RallyQ,"Gain armor, empower Barrier Shield and provide extra health to nearby allies.",area of effect,8.5 meter radius
Brigitte,Ability,RallyQ,"Gain armor, empower Barrier Shield and provide extra health to nearby allies.",mov. speed buff,+15% (self)
Brigitte,Perk,Barrier Restoration,Shield Bash grants 30% movement speed for 1.5 seconds and bashing an enemy restores 100 Barrier health.,,
Brigitte,Perk,Morale Boost,Inspire lasts 3 seconds longer when activated by Whip Shot.,,
Brigitte,Perk,Quick Fix,Repair Packs instantly heal an additional 35 health to critical health allies.,,
Brigitte,Perk,Whiplash,"Whip Shot’s knockback can slam enemies into walls, dealing 50 extra damage.",,
Illari,Ability,Role: Support,Begin regenerating health more quickly.,,
Illari,Ability,Solar Rifle,Long-range auto charging rifle.,damage,70 - 21 (max charge)20 - 6 (min charge)
Illari,Ability,Solar Rifle,Long-range auto charging rifle.,falloff range,30 - 50 meters
Illari,Ability,Solar Rifle,Long-range auto charging rifle.,headshot,✓ (x1.5)
Illari,Ability,Solar Rifle,Long-range auto charging rifle.,rate of fire,1.11 shot/s (max charge)2.00 shots/s (min charge)
Illari,Ability,Solar Rifle,Long-range auto charging rifle.,ammo,14
Illari,Ability,Solar Rifle,Long-range auto charging rifle.,reload time,1.8 seconds
Illari,Ability,Solar Rifle,Long-range auto charging rifle.,spread angle,None
Illari,Ability,Solar Rifle,Long-range auto charging rifle.,projectile radius,0.12 meters
Illari,Ability,Solar Rifle Alt Fire,Medium range healing beam that consumes solar energy.,headshot,✕
Illari,Ability,Solar Rifle Alt Fire,Medium range healing beam that consumes solar energy.,healing,115 per second
Illari,Ability,Solar Rifle Alt Fire,Medium range healing beam that consumes solar energy.,reload time,2.9 seconds (recharge to full)3.36 seconds (cooldown when fully depleted)
Illari,Ability,Solar Rifle Alt Fire,Medium range healing beam that consumes solar energy.,max. range,20 meters
Illari,Ability,Solar Rifle Alt Fire,Medium range healing beam that consumes solar energy.,spread angle,None
Illari,Ability,Solar Rifle Alt Fire,Medium range healing beam that consumes solar energy.,projectile radius,0.25 meters
Illari,Ability,OutburstLSHIFT,Launches you in the direction you are moving. Knocking back enemies. Hold jump to go higher.,damage,25
Illari,Ability,OutburstLSHIFT,Launches you in the direction you are moving. Knocking back enemies. Hold jump to go higher.,headshot,✕
Illari,Ability,OutburstLSHIFT,Launches you in the direction you are moving. Knocking back enemies. Hold jump to go higher.,cast time,0.2 + 0.9 seconds
Illari,Ability,OutburstLSHIFT,Launches you in the direction you are moving. Knocking back enemies. Hold jump to go higher.,area of effect,8.5 meters
Illari,Ability,OutburstLSHIFT,Launches you in the direction you are moving. Knocking back enemies. Hold jump to go higher.,movement speed,"18.4 m/s (horizontal input, no charge)16.7m/s (horizontal input, charged)6 m/s (no input, no charge)13.5 m/s (no input, charged)"
Illari,Ability,OutburstLSHIFT,Launches you in the direction you are moving. Knocking back enemies. Hold jump to go higher.,knockback speed,18.5 m/s
Illari,Ability,Healing PylonE,Deploy a pylon that heals allies.,healing,40 over 0.45 seconds (allies)20 over 0.45 seconds (self)
Illari,Ability,Healing PylonE,Deploy a pylon that heals allies.,rate of fire,1.25 shots/s
Illari,Ability,Healing PylonE,Deploy a pylon that heals allies.,health,75
Illari,Ability,Healing PylonE,Deploy a pylon that heals allies.,shields,50
Illari,Ability,Healing PylonE,Deploy a pylon that heals allies.,cast time,0.08 + 0.8 seconds
Illari,Ability,Healing PylonE,Deploy a pylon that heals allies.,duration,Until destroyed
Illari,Ability,Healing PylonE,Deploy a pylon that heals allies.,max. range,15 meters
Illari,Ability,Captive SunQ,Fire an explosive ball of solar energy. Enemies hit are slowed and explode after taking significant damage.,damage,5 (direct hit)50 (splash)160 - 120 (Sunstruck explosion)
Illari,Ability,Captive SunQ,Fire an explosive ball of solar energy. Enemies hit are slowed and explode after taking significant damage.,headshot,✕
Illari,Ability,Captive SunQ,Fire an explosive ball of solar energy. Enemies hit are slowed and explode after taking significant damage.,ammo,1
Illari,Ability,Captive SunQ,Fire an explosive ball of solar energy. Enemies hit are slowed and explode after taking significant damage.,cast time,0 + 1.2 seconds (launch)0.02 + 0.6 seconds (solar energy ball)
Illari,Ability,Captive SunQ,Fire an explosive ball of solar energy. Enemies hit are slowed and explode after taking significant damage.,duration,5.2 seconds (flight)6 seconds (Sunstruck debuff)0.8 seconds (explosion delay)
Illari,Ability,Captive SunQ,Fire an explosive ball of solar energy. Enemies hit are slowed and explode after taking significant damage.,area of effect,10 meters radius (splash)5 meter radius (Sunstruck explosion)
Illari,Ability,Captive SunQ,Fire an explosive ball of solar energy. Enemies hit are slowed and explode after taking significant damage.,movement speed,12 m/s (launch)
Illari,Ability,Captive SunQ,Fire an explosive ball of solar energy. Enemies hit are slowed and explode after taking significant damage.,mov. speed buff,+45% (flight)
Illari,Ability,Captive SunQ,Fire an explosive ball of solar energy. Enemies hit are slowed and explode after taking significant damage.,movement slow,-40% slow
Illari,Ability,Captive SunQ,Fire an explosive ball of solar energy. Enemies hit are slowed and explode after taking significant damage.,projectile speed,32.5 m/s
Illari,Ability,Captive SunQ,Fire an explosive ball of solar energy. Enemies hit are slowed and explode after taking significant damage.,projectile radius,0.75 meters
Illari,Perk,Rapid Construction,Healing Pylon builds 300% faster and its cooldown is reduced by 1.5 seconds.,,
Illari,Perk,Summer Solstice,"Activating Captive Sun grants Illari 3 extra seconds of flight, 20% increased flight speed, and 30% increased attack speed.",,
Illari,Perk,Solar Power,"Fully charged Solar Rifle hits grant 12.5% of your maximum solar energy, overfilling up to 50%.",,
Illari,Perk,Sunburn,"Outburst ignites enemies, dealing an additional 70 damage over 3 seconds.",,
Juno,Ability,Role: Support,Begin regenerating health more quickly.,,
Juno,Ability,Martian OverbootsSPACE,"While airborne, press Jump to double jump and hold Jump to hover.",movement speed,3 m/s (falling)10.8 m/s (double jump)
Juno,Ability,Mediblaster,Burst fire weapon that heals allies and damages enemies.,damage,7.5 - 2.25 (per round)90 - 27 (per burst)
